analysis,model_or_variant,metric,slice_type,slice_value,planned_repeats,successful_repeats,unique_dates,positive_events,portfolio_count,estimate,ci_low,ci_high,p_value,confidence_level,bootstrap_replicates,randomization_replicates,block_length,block_count,repeat_count,status,failure_reason,holm_adjusted_p_value,bh_adjusted_p_value
warning,quantile_regression,average_precision,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,brier_score,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,recall_at_frozen_threshold,regime,calm,1,1,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,1,not_estimable,fewer than 40 unique dates,,
warning,quantile_regression,average_precision,regime,normal,1,1,53,21,6,-0.0040027220247709633,-0.029682767353447895,0.01005572787312474,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,quantile_regression,brier_score,regime,normal,1,1,53,21,6,0.00059679389430794538,-0.0012720402361530295,0.0029058674547865373,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,quantile_regression,recall_at_frozen_threshold,regime,normal,1,1,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,3,1,estimable,,,1
warning,quantile_regression,average_precision,regime,stress,1,1,54,27,8,-0.046273952408174848,-0.085090818166190088,-0.0033114966204474687,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,quantile_regression,brier_score,regime,stress,1,1,54,27,8,0.0020006727148667997,0.00022946945452807368,0.003708745526617182,0.27186406796601698,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.7476261869065467
warning,quantile_regression,recall_at_frozen_threshold,regime,stress,1,1,54,27,8,-0.14814814814814814,-0.29999999999999999,0,0.52023988005997002,0.94999999999999996,2000,2000,20,3,1,estimable,,,0.81751981152281006
warning,temporal_mlp,average_precision,overall,overall,5,5,54,50,10,-0.010644522809121704,-0.031457405388280922,0.013165575413023788,0.13843078460769614,0.94999999999999996,2000,2000,20,15,5,estimable,,1,
warning,temporal_mlp,brier_score,overall,overall,5,5,54,50,10,0.0006541273243336615,8.8762569018342103e-05,0.0012974923321888059,0.0059970014992503746,0.94999999999999996,2000,2000,20,15,5,estimable,,0.19190404797601199,
warning,temporal_mlp,recall_at_frozen_threshold,overall,overall,5,5,54,50,10,-0.068000000000000005,-0.10219476345880769,-0.029303646144650329,0.0049975012493753126,0.94999999999999996,2000,2000,20,15,5,estimable,,0.16491754122938532,
warning,temporal_mlp,average_precision,market,us,5,5,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,brier_score,market,us,5,5,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,recall_at_frozen_threshold,market,us,5,5,51,11,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,average_precision,market,hk,5,5,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,brier_score,market,hk,5,5,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,recall_at_frozen_threshold,market,hk,5,5,51,7,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,average_precision,market,cn,5,5,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,brier_score,market,cn,5,5,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,recall_at_frozen_threshold,market,cn,5,5,53,13,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,average_precision,market,jp,5,5,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,brier_score,market,jp,5,5,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,recall_at_frozen_threshold,market,jp,5,5,53,3,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,average_precision,market,tw,5,5,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,brier_score,market,tw,5,5,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,recall_at_frozen_threshold,market,tw,5,5,53,16,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 20 positive events,,
warning,temporal_mlp,average_precision,period,early,5,5,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,brier_score,period,early,5,5,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,recall_at_frozen_threshold,period,early,5,5,27,32,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,average_precision,period,late,5,5,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,brier_score,period,late,5,5,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,recall_at_frozen_threshold,period,late,5,5,27,18,10,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,average_precision,regime,calm,5,5,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,brier_score,regime,calm,5,5,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,recall_at_frozen_threshold,regime,calm,5,5,7,2,2,,,,,0.94999999999999996,2000,2000,20,0,5,not_estimable,fewer than 40 unique dates,,
warning,temporal_mlp,average_precision,regime,normal,5,5,53,21,6,0.009413651159112732,0.00069292114187843217,0.027609788210570536,0.059970014992503748,0.94999999999999996,2000,2000,20,15,5,estimable,,,0.35982008995502246
warning,temporal_mlp,brier_score,regime,normal,5,5,53,21,6,-0.00079923366493406256,-0.0013447603967143033,-0.00023905433081627405,0.013493253373313344,0.94999999999999996,2000,2000,20,15,5,estimable,,,0.15942028985507248
warning,temporal_mlp,recall_at_frozen_threshold,regime,normal,5,5,53,21,6,0,0,0,1,0.94999999999999996,2000,2000,20,15,5,estimable,,,1
warning,temporal_mlp,average_precision,regime,stress,5,5,54,27,8,-0.029383680120768085,-0.064513401101148546,0.0097891616382255759,0.030484757621189407,0.94999999999999996,2000,2000,20,15,5,estimable,,,0.28365817091454271
warning,temporal_mlp,brier_score,regime,stress,5,5,54,27,8,0.0016155311792548643,0.00077656798509892868,0.0025179626696414073,0.00049975012493753122,0.94999999999999996,2000,2000,20,15,5,estimable,,,0.016491754122938532
warning,temporal_mlp,recall_at_frozen_threshold,regime,stress,5,5,54,27,8,-0.12592592592592591,-0.19117647058823528,-0.054258328095537427,0.0049975012493753126,0.94999999999999996,2000,2000,20,15,5,estimable,,,0.10994502748625688
