deviation_id,category,stage,portfolio_name,market,model_or_variant,date_start,date_end,allowed_by_protocol,fatal,reason,handling,result_rows_affected,recorded_at_utc
D0001,predeclared_provider_fallback,snapshot_acquisition,hk_cross_asset_zero_overlap,hk,,2026-05-18,2026-07-31,True,False,yahoo_chart|mixed,retained provider chain and warnings; no substitution,retained_not_imputed,2026-08-03T18:56:56+00:00
D0002,predeclared_provider_fallback,snapshot_acquisition,cn_consumption_resource_zero_overlap,cn,,2026-05-18,2026-07-31,True,False,akshare|yahoo_chart_cn,retained provider chain and warnings; no substitution,retained_not_imputed,2026-08-03T18:57:08+00:00
D0003,predeclared_provider_fallback,snapshot_acquisition,cn_state_resource_zero_overlap,cn,,2026-05-18,2026-07-31,True,False,yahoo_chart_cn,retained provider chain and warnings; no substitution,retained_not_imputed,2026-08-03T18:57:11+00:00
D0004,predeclared_provider_fallback,snapshot_acquisition,tw_supply_chain_zero_overlap,tw,,2026-05-18,2026-07-31,True,False,yahoo_chart|mixed,retained provider chain and warnings; no substitution,retained_not_imputed,2026-08-03T18:57:29+00:00
D0005,predeclared_same_index_temporal_completeness_fallback,snapshot_acquisition,cn_consumption_resource_zero_overlap,cn,,2026-05-18,2026-07-31,True,False,primary_observed_end=2026-07-17,same index code retained; official CSIndex frame passed frozen identity and temporal gates,retained_not_imputed,2026-08-03T18:57:30+00:00
D0006,predeclared_same_index_temporal_completeness_fallback,snapshot_acquisition,cn_state_resource_zero_overlap,cn,,2026-05-18,2026-07-31,True,False,primary_observed_end=2026-07-17,same index code retained; official CSIndex frame passed frozen identity and temporal gates,retained_not_imputed,2026-08-03T18:57:30+00:00
D0007,model_convergence_or_optimizer_failure,fit_calibrate_predict,,,temporal_mlp,2026-05-18,2026-07-31,True,False,ConvergenceWarning: Stochastic Optimizer: Maximum iterations (40) reached and the optimization hasn't converged yet.,successful warned model repeat retained without tuning,retained_not_imputed,2026-08-03T18:59:47+00:00
D0008,model_convergence_or_optimizer_failure,fit_calibrate_predict,,,temporal_mlp,2026-05-18,2026-07-31,True,False,ConvergenceWarning: Stochastic Optimizer: Maximum iterations (40) reached and the optimization hasn't converged yet.,successful warned model repeat retained without tuning,retained_not_imputed,2026-08-03T18:59:47+00:00
D0009,model_convergence_or_optimizer_failure,fit_calibrate_predict,,,temporal_mlp,2026-05-18,2026-07-31,True,False,ConvergenceWarning: Stochastic Optimizer: Maximum iterations (40) reached and the optimization hasn't converged yet.,successful warned model repeat retained without tuning,retained_not_imputed,2026-08-03T18:59:47+00:00
D0010,model_convergence_or_optimizer_failure,fit_calibrate_predict,,,temporal_mlp,2026-05-18,2026-07-31,True,False,ConvergenceWarning: Stochastic Optimizer: Maximum iterations (40) reached and the optimization hasn't converged yet.,successful warned model repeat retained without tuning,retained_not_imputed,2026-08-03T18:59:47+00:00
D0011,model_convergence_or_optimizer_failure,fit_calibrate_predict,,,temporal_mlp,2026-05-18,2026-07-31,True,False,ConvergenceWarning: Stochastic Optimizer: Maximum iterations (40) reached and the optimization hasn't converged yet.,successful warned model repeat retained without tuning,retained_not_imputed,2026-08-03T18:59:47+00:00
D0012,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0013,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0014,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0015,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0016,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0017,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0018,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0019,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0020,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0021,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0022,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0023,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0024,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0025,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0026,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0027,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0028,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0029,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0030,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0031,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0032,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0033,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0034,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0035,predeclared_slice_not_estimable,warning_inference,,,xgboost_retrained_comparator,2026-05-18,2026-07-31,True,False,xgboost_retrained_comparator/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:10+00:00
D0036,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0037,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0038,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0039,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0040,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0041,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0042,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0043,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0044,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0045,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0046,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0047,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0048,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0049,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0050,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0051,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0052,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0053,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0054,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0055,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0056,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0057,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0058,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0059,predeclared_slice_not_estimable,warning_inference,,,logistic_regression,2026-05-18,2026-07-31,True,False,logistic_regression/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:22+00:00
D0060,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0061,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0062,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0063,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0064,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0065,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0066,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0067,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0068,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0069,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0070,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0071,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0072,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0073,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0074,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:32+00:00
D0075,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0076,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0077,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0078,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0079,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0080,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0081,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0082,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0083,predeclared_slice_not_estimable,warning_inference,,,random_forest,2026-05-18,2026-07-31,True,False,random_forest/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:33+00:00
D0084,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0085,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0086,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0087,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0088,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0089,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0090,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0091,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0092,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/market=cn: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0093,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0094,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0095,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/market=jp: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0096,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0097,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0098,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/market=tw: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0099,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0100,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0101,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/period=early: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0102,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0103,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0104,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/period=late: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0105,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/average_precision/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0106,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/brier_score/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0107,predeclared_slice_not_estimable,warning_inference,,,gradient_boosting,2026-05-18,2026-07-31,True,False,gradient_boosting/recall_at_frozen_threshold/regime=calm: fewer than 40 unique dates,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:46+00:00
D0108,predeclared_slice_not_estimable,warning_inference,,,historical_tail_threshold,2026-05-18,2026-07-31,True,False,historical_tail_threshold/average_precision/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:57+00:00
D0109,predeclared_slice_not_estimable,warning_inference,,,historical_tail_threshold,2026-05-18,2026-07-31,True,False,historical_tail_threshold/brier_score/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:57+00:00
D0110,predeclared_slice_not_estimable,warning_inference,,,historical_tail_threshold,2026-05-18,2026-07-31,True,False,historical_tail_threshold/recall_at_frozen_threshold/market=us: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:57+00:00
D0111,predeclared_slice_not_estimable,warning_inference,,,historical_tail_threshold,2026-05-18,2026-07-31,True,False,historical_tail_threshold/average_precision/market=hk: fewer than 20 positive events,planned slice retained as not_estimable,retained_not_imputed,2026-08-03T19:00:57+00:00
